"","trap_id","trap_date","year","week","zone","spp","method","total"
"38","BC-25",2024-08-26,2024,35,"BC","Tarsalis","L",5
"39","BC-26",2024-08-26,2024,35,"BC","Tarsalis","L",8
"40","BC-26",2024-08-26,2024,35,"BC","Pipiens","L",5
"41","BC-04",2024-07-29,2024,31,"BC","Tarsalis","L",49
"42","BC-10",2024-07-29,2024,31,"BC","Tarsalis","L",49
"43","BC-26",2024-07-29,2024,31,"BC","Tarsalis","L",49
"44","BC-13",2024-07-29,2024,31,"BC","Tarsalis","L",49
"45","BC-14",2024-07-29,2024,31,"BC","Tarsalis","L",49
"46","BC-04",2024-09-03,2024,36,"BC","Tarsalis","L",7
"47","BC-25",2024-09-03,2024,36,"BC","Tarsalis","L",6
"48","BC-25",2024-09-03,2024,36,"BC","Pipiens","L",12
"49","BC-26",2024-09-03,2024,36,"BC","Tarsalis","L",5
"50","BC-13",2024-09-03,2024,36,"BC","Tarsalis","L",6
"51","BC-04",2024-08-05,2024,32,"BC","Tarsalis","L",35
"52","BC-22",2024-08-05,2024,32,"BC","Tarsalis","L",32
"53","BC-26",2024-08-05,2024,32,"BC","Tarsalis","L",29
"54","BC-13",2024-08-05,2024,32,"BC","Tarsalis","L",49
"55","BC-14",2024-08-05,2024,32,"BC","Tarsalis","L",27
"56","BC-03",2024-09-09,2024,37,"BC","Pipiens","L",9
"57","BC-04",2024-09-09,2024,37,"BC","Tarsalis","L",2
"58","BC-04",2024-09-09,2024,37,"BC","Pipiens","L",5
"59","BC-26",2024-09-09,2024,37,"BC","Tarsalis","L",3
"60","BC-26",2024-09-09,2024,37,"BC","Pipiens","L",5
"61","LC-001",2024-06-19,2024,25,"BE","Tarsalis","L",1
"62","LC-001",2024-06-19,2024,25,"BE","Pipiens","L",1
"63","LC-049",2024-06-19,2024,25,"BE","Tarsalis","L",1
"64","LC-054",2024-06-19,2024,25,"BE","Tarsalis","L",4
"65","FC-006",2024-06-17,2024,25,"NE","Pipiens","L",2
"66","FC-014",2024-06-17,2024,25,"NE","Tarsalis","L",8
"67","FC-034",2024-06-17,2024,25,"NE","Tarsalis","L",13
"68","FC-036",2024-06-17,2024,25,"NW","Pipiens","L",3
"69","FC-036",2024-06-17,2024,25,"NW","Tarsalis","L",21
"70","FC-038",2024-06-17,2024,25,"NE","Tarsalis","L",25
"71","FC-040",2024-06-17,2024,25,"NE","Pipiens","L",2
"72","FC-040",2024-06-17,2024,25,"NE","Tarsalis","L",12
"73","FC-040gr",2024-06-17,2024,25,"NE","Pipiens","G",18
"74","FC-066",2024-06-17,2024,25,"NE","Tarsalis","L",47
"75","FC-066",2024-06-17,2024,25,"NE","Pipiens","L",8
"76","FC-067",2024-06-17,2024,25,"NE","Pipiens","L",1
"77","FC-067",2024-06-17,2024,25,"NE","Tarsalis","L",1
"78","FC-069",2024-06-17,2024,25,"NE","Pipiens","L",1
"79","FC-069",2024-06-17,2024,25,"NE","Tarsalis","L",6
"80","FC-072",2024-06-17,2024,25,"NE","Tarsalis","L",8
"81","FC-091gr",2024-06-17,2024,25,"NE","Pipiens","G",1
"82","FC-092gr",2024-06-17,2024,25,"NE","Pipiens","G",4
"83","FC-004",2024-06-18,2024,25,"SE","Tarsalis","L",7
"84","FC-023",2024-06-18,2024,25,"SE","Tarsalis","L",1
"85","FC-027",2024-06-18,2024,25,"SE","Pipiens","L",1
"86","FC-027",2024-06-18,2024,25,"SE","Tarsalis","L",1
"87","FC-031",2024-06-18,2024,25,"SE","Tarsalis","L",18
"88","FC-039",2024-06-18,2024,25,"SE","Tarsalis","L",1
"89","FC-046",2024-06-18,2024,25,"SE","Tarsalis","L",4
"90","FC-047",2024-06-18,2024,25,"SE","Tarsalis","L",8
"91","FC-050",2024-06-18,2024,25,"SE","Tarsalis","L",4
"92","FC-053",2024-06-18,2024,25,"SE","Tarsalis","L",20
"93","FC-059",2024-06-18,2024,25,"SE","Tarsalis","L",3
"94","FC-064",2024-06-18,2024,25,"SE","Tarsalis","L",12
"95","FC-074",2024-06-18,2024,25,"SE","Tarsalis","L",13
"96","FC-075",2024-06-18,2024,25,"SE","Tarsalis","L",2
"97","FC-075gr",2024-06-18,2024,25,"SE","Pipiens","G",8
"98","FC-075gr",2024-06-18,2024,25,"SE","Tarsalis","G",2
"99","FC-088gr",2024-06-18,2024,25,"SE","Pipiens","G",19
"100","FC-088gr",2024-06-18,2024,25,"SE","Tarsalis","G",1
"101","FC-011",2024-06-19,2024,25,"NW","Tarsalis","L",2
"102","FC-041",2024-06-19,2024,25,"NW","Pipiens","L",3
"103","FC-052",2024-06-19,2024,25,"NW","Pipiens","L",1
"104","FC-052",2024-06-19,2024,25,"NW","Tarsalis","L",6
"105","FC-058",2024-06-19,2024,25,"SW","Tarsalis","L",1
"106","FC-060",2024-06-19,2024,25,"NW","Pipiens","L",1
"107","FC-061",2024-06-19,2024,25,"NW","Pipiens","L",10
"108","FC-061",2024-06-19,2024,25,"NW","Tarsalis","L",2
"109","FC-073",2024-06-19,2024,25,"NW","Tarsalis","L",3
"110","FC-073",2024-06-19,2024,25,"NW","Pipiens","L",1
"111","FC-090gr",2024-06-19,2024,25,"NW","Pipiens","G",3
"112","FC-001",2024-06-20,2024,25,"SW","Tarsalis","L",3
"113","FC-029gr",2024-06-20,2024,25,"SE","Pipiens","G",4
"114","FC-037",2024-06-20,2024,25,"SW","Tarsalis","L",6
"115","FC-037",2024-06-20,2024,25,"SW","Pipiens","L",4
"116","FC-054",2024-06-20,2024,25,"SE","Tarsalis","L",2
"117","FC-089gr",2024-06-20,2024,25,"SW","Pipiens","G",3
"118","FC-093",2024-06-20,2024,25,"SW","Tarsalis","L",1
"119","LV-004",2024-06-17,2024,25,"LV","Tarsalis","L",12
"120","LV-069",2024-06-17,2024,25,"LV","Tarsalis","L",2
"121","LV-078",2024-06-17,2024,25,"LV","Tarsalis","L",11
"122","LV-079gr",2024-06-17,2024,25,"LV","Pipiens","G",1
"123","LV-080",2024-06-17,2024,25,"LV","Pipiens","L",2
"124","LV-080",2024-06-17,2024,25,"LV","Tarsalis","L",22
"125","LV-088",2024-06-17,2024,25,"LV","Tarsalis","L",31
"126","LV-088",2024-06-17,2024,25,"LV","Pipiens","L",3
"127","LV-095",2024-06-17,2024,25,"LV","Tarsalis","L",12
"128","LV-116",2024-06-17,2024,25,"LV","Pipiens","L",1
"129","LV-117",2024-06-17,2024,25,"LV","Tarsalis","L",3
"130","LV-117",2024-06-17,2024,25,"LV","Pipiens","L",1
"131","LV-074",2024-06-18,2024,25,"LV","Tarsalis","L",5
"132","LV-074gr",2024-06-18,2024,25,"LV","Pipiens","G",7
"133","LV-077",2024-06-18,2024,25,"LV","Pipiens","L",1
"134","LV-089",2024-06-18,2024,25,"LV","Tarsalis","L",5
"135","LV-100",2024-06-18,2024,25,"LV","Tarsalis","L",1
"136","LV-104",2024-06-18,2024,25,"LV","Pipiens","L",1
"137","LV-104",2024-06-18,2024,25,"LV","Tarsalis","L",9
"138","LV-110",2024-06-18,2024,25,"LV","Tarsalis","L",13
"139","LV-110",2024-06-18,2024,25,"LV","Pipiens","L",1
"140","LV-112",2024-06-18,2024,25,"LV","Tarsalis","L",16
"141","LV-113",2024-06-18,2024,25,"LV","Tarsalis","L",4
"142","LV-118",2024-06-18,2024,25,"LV","Tarsalis","L",2
"143","LV-118",2024-06-18,2024,25,"LV","Pipiens","L",3
"144","LV-124",2024-06-18,2024,25,"LV","Tarsalis","L",9
"145","LV-125",2024-06-18,2024,25,"LV","Tarsalis","L",6
"146","LV-125",2024-06-18,2024,25,"LV","Pipiens","L",2
"147","LV-020",2024-06-19,2024,25,"LV","Tarsalis","L",57
"148","LV-021",2024-06-19,2024,25,"LV","Tarsalis","L",1
"149","LV-042",2024-06-19,2024,25,"LV","Tarsalis","L",4
"150","LV-067",2024-06-19,2024,25,"LV","Tarsalis","L",3
"151","LV-087",2024-06-19,2024,25,"LV","Tarsalis","L",3
"152","LV-114",2024-06-19,2024,25,"LV","Tarsalis","L",25
"153","LV-114",2024-06-19,2024,25,"LV","Pipiens","L",1
"154","LV-120",2024-06-19,2024,25,"LV","Tarsalis","L",2
"155","LV-010gr",2024-06-20,2024,25,"LV","Pipiens","G",4
"156","LV-014",2024-06-20,2024,25,"LV","Pipiens","L",1
"157","LV-097",2024-06-20,2024,25,"LV","Pipiens","L",4
"158","LV-097",2024-06-20,2024,25,"LV","Tarsalis","L",1
"159","LV-122",2024-06-20,2024,25,"LV","Pipiens","L",1
"160","LC-010",2024-06-17,2024,25,"TT","Tarsalis","L",2
"161","LC-022",2024-06-17,2024,25,"TT","Tarsalis","L",1
"162","LC-048",2024-06-17,2024,25,"TT","Tarsalis","L",10
"163","LC-050",2024-06-17,2024,25,"TT","Tarsalis","L",7
"164","LC-051",2024-06-17,2024,25,"TT","Tarsalis","L",12
"165","LC-057",2024-06-17,2024,25,"TT","Tarsalis","L",14
"166","LC-001",2024-06-26,2024,26,"BE","Pipiens","L",3
"167","LC-001",2024-06-26,2024,26,"BE","Tarsalis","L",16
"168","LC-049",2024-06-26,2024,26,"BE","Tarsalis","L",8
"169","LC-053",2024-06-26,2024,26,"BE","Pipiens","L",2
"170","LC-053",2024-06-26,2024,26,"BE","Tarsalis","L",42
"171","LC-054",2024-06-26,2024,26,"BE","Pipiens","L",2
"172","LC-054",2024-06-26,2024,26,"BE","Tarsalis","L",58
"173","WC-055",2024-06-26,2024,26,"BE","Tarsalis","L",1
"174","FC-006",2024-06-24,2024,26,"NE","Pipiens","L",1
"175","FC-006",2024-06-24,2024,26,"NE","Tarsalis","L",5
"176","FC-014",2024-06-24,2024,26,"NE","Tarsalis","L",19
"177","FC-019",2024-06-24,2024,26,"NE","Tarsalis","L",6
"178","FC-034",2024-06-24,2024,26,"NE","Pipiens","L",1
"179","FC-034",2024-06-24,2024,26,"NE","Tarsalis","L",24
"180","FC-036",2024-06-24,2024,26,"NW","Pipiens","L",7
"181","FC-036",2024-06-24,2024,26,"NW","Tarsalis","L",21
"182","FC-038",2024-06-24,2024,26,"NE","Tarsalis","L",94
"183","FC-038",2024-06-24,2024,26,"NE","Pipiens","L",10
"184","FC-040",2024-06-24,2024,26,"NE","Pipiens","L",3
"185","FC-040",2024-06-24,2024,26,"NE","Tarsalis","L",29
"186","FC-040gr",2024-06-24,2024,26,"NE","Tarsalis","G",4
"187","FC-040gr",2024-06-24,2024,26,"NE","Pipiens","G",80
"188","FC-066",2024-06-24,2024,26,"NE","Tarsalis","L",59
"189","FC-066",2024-06-24,2024,26,"NE","Pipiens","L",8
"190","FC-066gr",2024-06-24,2024,26,"NE","Pipiens","G",1
"191","FC-067",2024-06-24,2024,26,"NE","Tarsalis","L",3
"192","FC-069",2024-06-24,2024,26,"NE","Tarsalis","L",12
"193","FC-072",2024-06-24,2024,26,"NE","Tarsalis","L",13
"194","FC-072",2024-06-24,2024,26,"NE","Pipiens","L",3
"195","FC-091gr",2024-06-24,2024,26,"NE","Pipiens","G",6
"196","FC-091gr",2024-06-24,2024,26,"NE","Tarsalis","G",1
"197","FC-092gr",2024-06-24,2024,26,"NE","Pipiens","G",22
"198","FC-004",2024-06-25,2024,26,"SE","Pipiens","L",8
"199","FC-004",2024-06-25,2024,26,"SE","Tarsalis","L",41
"200","FC-023",2024-06-25,2024,26,"SE","Tarsalis","L",2
"201","FC-023",2024-06-25,2024,26,"SE","Pipiens","L",1
"202","FC-027",2024-06-25,2024,26,"SE","Tarsalis","L",3
"203","FC-027",2024-06-25,2024,26,"SE","Pipiens","L",2
"204","FC-031",2024-06-25,2024,26,"SE","Tarsalis","L",17
"205","FC-039",2024-06-25,2024,26,"SE","Tarsalis","L",3
"206","FC-046",2024-06-25,2024,26,"SE","Tarsalis","L",6
"207","FC-046",2024-06-25,2024,26,"SE","Pipiens","L",1
"208","FC-047",2024-06-25,2024,26,"SE","Tarsalis","L",7
"209","FC-050",2024-06-25,2024,26,"SE","Pipiens","L",3
"210","FC-050",2024-06-25,2024,26,"SE","Tarsalis","L",2
"211","FC-053",2024-06-25,2024,26,"SE","Tarsalis","L",29
"212","FC-059",2024-06-25,2024,26,"SE","Tarsalis","L",2
"213","FC-064",2024-06-25,2024,26,"SE","Tarsalis","L",52
"214","FC-064",2024-06-25,2024,26,"SE","Pipiens","L",6
"215","FC-074",2024-06-25,2024,26,"SE","Pipiens","L",1
"216","FC-074",2024-06-25,2024,26,"SE","Tarsalis","L",38
"217","FC-075",2024-06-25,2024,26,"SE","Tarsalis","L",3
"218","FC-075gr",2024-06-25,2024,26,"SE","Trap Malfunction","G",0
"219","FC-088gr",2024-06-25,2024,26,"SE","Pipiens","G",5
"220","FC-011",2024-06-26,2024,26,"NW","Pipiens","L",8
"221","FC-015",2024-06-26,2024,26,"NW","Pipiens","L",3
"222","FC-015",2024-06-26,2024,26,"NW","Tarsalis","L",1
"223","FC-041",2024-06-26,2024,26,"NW","Trap Malfunction","L",0
"224","FC-052",2024-06-26,2024,26,"NW","Tarsalis","L",7
"225","FC-052",2024-06-26,2024,26,"NW","Pipiens","L",1
"226","FC-058",2024-06-26,2024,26,"SW","Pipiens","L",1
"227","FC-060",2024-06-26,2024,26,"NW","Tarsalis","L",1
"228","FC-060",2024-06-26,2024,26,"NW","Pipiens","L",3
"229","FC-061",2024-06-26,2024,26,"NW","Tarsalis","L",10
"230","FC-061",2024-06-26,2024,26,"NW","Pipiens","L",6
"231","FC-063",2024-06-26,2024,26,"NW","Tarsalis","L",1
"232","FC-063gr",2024-06-26,2024,26,"NW","Pipiens","G",10
"233","FC-073",2024-06-26,2024,26,"NW","Tarsalis","L",2
"234","FC-073",2024-06-26,2024,26,"NW","Pipiens","L",1
"235","FC-090gr",2024-06-26,2024,26,"NW","Pipiens","G",52
"236","FC-001",2024-06-27,2024,26,"SW","Pipiens","L",1
"237","FC-001",2024-06-27,2024,26,"SW","Tarsalis","L",3
"238","FC-029",2024-06-27,2024,26,"SE","Tarsalis","L",4
"239","FC-029gr",2024-06-27,2024,26,"SE","Pipiens","G",18
"240","FC-037",2024-06-27,2024,26,"SW","Tarsalis","L",7
"241","FC-037",2024-06-27,2024,26,"SW","Pipiens","L",1
"242","FC-054",2024-06-27,2024,26,"SE","Tarsalis","L",3
"243","FC-062",2024-06-27,2024,26,"SW","Tarsalis","L",1
"244","FC-068",2024-06-27,2024,26,"SW","Pipiens","L",1
"245","FC-068",2024-06-27,2024,26,"SW","Tarsalis","L",2
"246","FC-071",2024-06-27,2024,26,"SW","Pipiens","L",1
"247","FC-071",2024-06-27,2024,26,"SW","Tarsalis","L",2
"248","FC-089gr",2024-06-27,2024,26,"SW","Pipiens","G",13
"249","FC-093",2024-06-27,2024,26,"SW","Pipiens","L",1
"250","FC-093",2024-06-27,2024,26,"SW","Tarsalis","L",2
"251","LV-004",2024-06-24,2024,26,"LV","Pipiens","L",2
"252","LV-004",2024-06-24,2024,26,"LV","Tarsalis","L",5
"253","LV-066",2024-06-24,2024,26,"LV","Tarsalis","L",3
"254","LV-069",2024-06-24,2024,26,"LV","Tarsalis","L",3
"255","LV-078",2024-06-24,2024,26,"LV","Tarsalis","L",8
"256","LV-079gr",2024-06-24,2024,26,"LV","Pipiens","G",32
"257","LV-080",2024-06-24,2024,26,"LV","Tarsalis","L",18
"258","LV-080",2024-06-24,2024,26,"LV","Pipiens","L",3
"259","LV-088",2024-06-24,2024,26,"LV","Pipiens","L",2
"260","LV-088",2024-06-24,2024,26,"LV","Tarsalis","L",46
"261","LV-093",2024-06-24,2024,26,"LV","Tarsalis","L",2
"262","LV-095",2024-06-24,2024,26,"LV","Tarsalis","L",16
"263","LV-116",2024-06-24,2024,26,"LV","Pipiens","L",2
"264","LV-116",2024-06-24,2024,26,"LV","Tarsalis","L",2
"265","LV-117",2024-06-24,2024,26,"LV","Tarsalis","L",20
"266","LV-074",2024-06-25,2024,26,"LV","Tarsalis","L",15
"267","LV-074",2024-06-25,2024,26,"LV","Pipiens","L",1
"268","LV-074gr",2024-06-25,2024,26,"LV","Pipiens","G",8
"269","LV-077",2024-06-25,2024,26,"LV","Tarsalis","L",3
"270","LV-089",2024-06-25,2024,26,"LV","Pipiens","L",2
"271","LV-089",2024-06-25,2024,26,"LV","Tarsalis","L",60
"272","LV-100",2024-06-25,2024,26,"LV","Tarsalis","L",3
"273","LV-104",2024-06-25,2024,26,"LV","Tarsalis","L",45
"274","LV-104",2024-06-25,2024,26,"LV","Pipiens","L",6
"275","LV-110",2024-06-25,2024,26,"LV","Tarsalis","L",8
"276","LV-112",2024-06-25,2024,26,"LV","Pipiens","L",3
"277","LV-112",2024-06-25,2024,26,"LV","Tarsalis","L",23
"278","LV-113",2024-06-25,2024,26,"LV","Tarsalis","L",4
"279","LV-118",2024-06-25,2024,26,"LV","Tarsalis","L",5
"280","LV-118",2024-06-25,2024,26,"LV","Pipiens","L",1
"281","LV-124",2024-06-25,2024,26,"LV","Tarsalis","L",18
"282","LV-125",2024-06-25,2024,26,"LV","Pipiens","L",2
"283","LV-125",2024-06-25,2024,26,"LV","Tarsalis","L",13
"284","LV-020",2024-06-26,2024,26,"LV","Tarsalis","L",66
"285","LV-021",2024-06-26,2024,26,"LV","Tarsalis","L",7
"286","LV-042",2024-06-26,2024,26,"LV","Tarsalis","L",29
"287","LV-067",2024-06-26,2024,26,"LV","Tarsalis","L",9
"288","LV-087",2024-06-26,2024,26,"LV","Tarsalis","L",10
"289","LV-087",2024-06-26,2024,26,"LV","Pipiens","L",1
"290","LV-114",2024-06-26,2024,26,"LV","Tarsalis","L",50
"291","LV-120",2024-06-26,2024,26,"LV","Tarsalis","L",12
"292","LV-120",2024-06-26,2024,26,"LV","Pipiens","L",1
"293","LV-010gr",2024-06-27,2024,26,"LV","Pipiens","G",15
"294","LV-014",2024-06-27,2024,26,"LV","Pipiens","L",4
"295","LV-014",2024-06-27,2024,26,"LV","Tarsalis","L",6
"296","LV-097",2024-06-27,2024,26,"LV","Tarsalis","L",2
"297","LV-098",2024-06-27,2024,26,"LV","Pipiens","L",1
"298","LV-098",2024-06-27,2024,26,"LV","Tarsalis","L",3
"299","LV-102",2024-06-27,2024,26,"LV","Tarsalis","L",2
"300","LV-102",2024-06-27,2024,26,"LV","Pipiens","L",5
"301","LV-105",2024-06-27,2024,26,"LV","Tarsalis","L",2
"302","LV-122",2024-06-27,2024,26,"LV","Pipiens","L",2
"303","LC-010",2024-06-24,2024,26,"TT","Tarsalis","L",16
"304","LC-022",2024-06-24,2024,26,"TT","Tarsalis","L",11
"305","LC-050",2024-06-24,2024,26,"TT","Tarsalis","L",64
"306","LC-050",2024-06-24,2024,26,"TT","Pipiens","L",48
"307","LC-051",2024-06-24,2024,26,"TT","Tarsalis","L",9
"308","LC-051",2024-06-24,2024,26,"TT","Pipiens","L",1
"309","LC-052",2024-06-24,2024,26,"TT","Tarsalis","L",64
"310","LC-057",2024-06-24,2024,26,"TT","Tarsalis","L",40
"311","LC-001",2024-07-03,2024,27,"BE","Tarsalis","L",42
"312","LC-001",2024-07-03,2024,27,"BE","Pipiens","L",14
"313","LC-049",2024-07-03,2024,27,"BE","Pipiens","L",1
"314","LC-049",2024-07-03,2024,27,"BE","Tarsalis","L",6
"315","LC-053",2024-07-03,2024,27,"BE","Tarsalis","L",55
"316","LC-054",2024-07-03,2024,27,"BE","Tarsalis","L",44
"317","LC-054",2024-07-03,2024,27,"BE","Pipiens","L",1
"318","WC-055",2024-07-03,2024,27,"BE","Tarsalis","L",2
"319","FC-006",2024-07-01,2024,27,"NE","Pipiens","L",1
"320","FC-014",2024-07-01,2024,27,"NE","Tarsalis","L",11
"321","FC-019",2024-07-01,2024,27,"NE","Tarsalis","L",5
"322","FC-019",2024-07-01,2024,27,"NE","Pipiens","L",5
"323","FC-034",2024-07-01,2024,27,"NE","Tarsalis","L",23
"324","FC-036",2024-07-01,2024,27,"NW","Pipiens","L",15
"325","FC-036",2024-07-01,2024,27,"NW","Tarsalis","L",18
"326","FC-038",2024-07-01,2024,27,"NE","Tarsalis","L",31
"327","FC-040",2024-07-01,2024,27,"NE","Tarsalis","L",15
"328","FC-040",2024-07-01,2024,27,"NE","Pipiens","L",3
"329","FC-040gr",2024-07-01,2024,27,"NE","Pipiens","G",158
"330","FC-066",2024-07-01,2024,27,"NE","Pipiens","L",12
"331","FC-066",2024-07-01,2024,27,"NE","Tarsalis","L",47
"332","FC-066gr",2024-07-01,2024,27,"NE","Pipiens","G",9
"333","FC-067",2024-07-01,2024,27,"NE","Tarsalis","L",1
"334","FC-069",2024-07-01,2024,27,"NE","Tarsalis","L",17
"335","FC-069",2024-07-01,2024,27,"NE","Pipiens","L",1
"336","FC-072",2024-07-01,2024,27,"NE","Pipiens","L",14
"337","FC-072",2024-07-01,2024,27,"NE","Tarsalis","L",17
"338","FC-091gr",2024-07-01,2024,27,"NE","Pipiens","G",17
"339","FC-091gr",2024-07-01,2024,27,"NE","Tarsalis","G",1
"340","FC-092gr",2024-07-01,2024,27,"NE","Pipiens","G",7
"341","FC-004",2024-07-02,2024,27,"SE","Tarsalis","L",14
"342","FC-004",2024-07-02,2024,27,"SE","Pipiens","L",3
"343","FC-011",2024-07-02,2024,27,"NW","Tarsalis","L",2
"344","FC-011",2024-07-02,2024,27,"NW","Pipiens","L",4
"345","FC-015",2024-07-02,2024,27,"NW","Tarsalis","L",1
"346","FC-015",2024-07-02,2024,27,"NW","Pipiens","L",1
"347","FC-023",2024-07-02,2024,27,"SE","Pipiens","L",3
"348","FC-023",2024-07-02,2024,27,"SE","Tarsalis","L",5
"349","FC-027",2024-07-02,2024,27,"SE","Tarsalis","L",12
"350","FC-027",2024-07-02,2024,27,"SE","Pipiens","L",1
"351","FC-031",2024-07-02,2024,27,"SE","Pipiens","L",4
"352","FC-031",2024-07-02,2024,27,"SE","Tarsalis","L",11
"353","FC-039",2024-07-02,2024,27,"SE","Tarsalis","L",30
"354","FC-041",2024-07-02,2024,27,"NW","Tarsalis","L",1
"355","FC-041",2024-07-02,2024,27,"NW","Pipiens","L",1
"356","FC-046",2024-07-02,2024,27,"SE","Tarsalis","L",5
"357","FC-046",2024-07-02,2024,27,"SE","Pipiens","L",1
"358","FC-047",2024-07-02,2024,27,"SE","Tarsalis","L",6
"359","FC-047",2024-07-02,2024,27,"SE","Pipiens","L",1
"360","FC-049",2024-07-02,2024,27,"SW","Pipiens","L",2
"361","FC-050",2024-07-02,2024,27,"SE","Tarsalis","L",3
"362","FC-052",2024-07-02,2024,27,"NW","Tarsalis","L",1
"363","FC-052",2024-07-02,2024,27,"NW","Pipiens","L",1
"364","FC-053",2024-07-02,2024,27,"SE","Tarsalis","L",11
"365","FC-060",2024-07-02,2024,27,"NW","Tarsalis","L",1
"366","FC-061",2024-07-02,2024,27,"NW","Tarsalis","L",7
"367","FC-061",2024-07-02,2024,27,"NW","Pipiens","L",5
"368","FC-063gr",2024-07-02,2024,27,"NW","Pipiens","G",6
"369","FC-064",2024-07-02,2024,27,"SE","Pipiens","L",3
"370","FC-064",2024-07-02,2024,27,"SE","Tarsalis","L",15
"371","FC-073",2024-07-02,2024,27,"NW","Pipiens","L",3
"372","FC-074",2024-07-02,2024,27,"SE","Tarsalis","L",4
"373","FC-075",2024-07-02,2024,27,"SE","Tarsalis","L",2
"374","FC-075",2024-07-02,2024,27,"SE","Pipiens","L",3
"375","FC-075gr",2024-07-02,2024,27,"SE","Pipiens","G",13
"376","FC-088gr",2024-07-02,2024,27,"SE","Pipiens","G",64
"377","FC-090gr",2024-07-02,2024,27,"NW","Pipiens","G",20
"378","FC-029",2024-07-03,2024,27,"SE","Tarsalis","L",4
"379","FC-029",2024-07-03,2024,27,"SE","Pipiens","L",2
"380","FC-029gr",2024-07-03,2024,27,"SE","Trap Malfunction","G",0
"381","FC-037",2024-07-03,2024,27,"SW","Pipiens","L",1
"382","FC-037",2024-07-03,2024,27,"SW","Tarsalis","L",5
"383","FC-054",2024-07-03,2024,27,"SE","Tarsalis","L",5
"384","FC-057",2024-07-03,2024,27,"SW","Tarsalis","L",3
"385","FC-062",2024-07-03,2024,27,"SW","Pipiens","L",4
"386","FC-068",2024-07-03,2024,27,"SW","Tarsalis","L",1
"387","FC-071",2024-07-03,2024,27,"SW","Pipiens","L",1
"388","FC-089gr",2024-07-03,2024,27,"SW","Pipiens","G",7
"389","FC-093",2024-07-03,2024,27,"SW","Tarsalis","L",1
"390","LV-004",2024-07-01,2024,27,"LV","Tarsalis","L",7
"391","LV-066",2024-07-01,2024,27,"LV","Tarsalis","L",4
"392","LV-069",2024-07-01,2024,27,"LV","Tarsalis","L",1
"393","LV-078",2024-07-01,2024,27,"LV","Tarsalis","L",3
"394","LV-079gr",2024-07-01,2024,27,"LV","Pipiens","G",7
"395","LV-079gr",2024-07-01,2024,27,"LV","Tarsalis","G",1
"396","LV-080",2024-07-01,2024,27,"LV","Tarsalis","L",13
"397","LV-088",2024-07-01,2024,27,"LV","Tarsalis","L",32
"398","LV-088",2024-07-01,2024,27,"LV","Pipiens","L",2
"399","LV-093",2024-07-01,2024,27,"LV","Pipiens","L",2
"400","LV-093",2024-07-01,2024,27,"LV","Tarsalis","L",2
