"trap_id","zone","zone2","trap_date","year","week","spp","spp0","method","trap_status","total"
"FC-029","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-029GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",16
"FC-029GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",16
"FC-031","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-031","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-031","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",10
"FC-031","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-031","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-031","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-031","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",10
"FC-031","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-037","SW","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-037","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",52
"FC-037","SW","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",25
"FC-037","SW","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-037","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",52
"FC-037","SW","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",25
"FC-039","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-039","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-039","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",7
"FC-039","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-039","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-039","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",7
"FC-046","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",7
"FC-046","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",24
"FC-046","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",3
"FC-046","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",7
"FC-046","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",24
"FC-046","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",3
"FC-047","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",8
"FC-047","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",8
"FC-050","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-050","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-050","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-050","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-050","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-050","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-053","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-053","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-053","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-053","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-054","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-054","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-054","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-054","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-054","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-054","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-057","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-057","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-057","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-057","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-057","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-057","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-059","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-059","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-059","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-059","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",10
"FC-059","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-059","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-059","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-059","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",10
"FC-062","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-062","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-062","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-062","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-062","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-062","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-064","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",13
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",2
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-064","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",3
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",13
"FC-064","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",13
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",2
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-064","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",3
"FC-064","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",13
"FC-068","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-068","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-068","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-068","SW","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-071","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-071","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-071","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-071","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-074","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",15
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-074","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",25
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-074","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",15
"FC-074","SE","FC",2025-09-04,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-074","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",25
"FC-075","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-075","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",11
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Aedes melanimon","L","culex",1
"FC-075","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-075","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",11
"FC-075","SE","FC",2025-09-04,2025,36,"non culex","Aedes melanimon","L","culex",1
"FC-075GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",17
"FC-075GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",17
"FC-088GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",38
"FC-088GR","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-088GR","SE","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",38
"FC-088GR","SE","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-089GR","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",3
"FC-089GR","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","G","culex",3
"FC-093","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-093","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-093","SW","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-093","SW","FC",2025-09-04,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-093","SW","FC",2025-09-04,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-093","SW","FC",2025-09-04,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-006","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-006","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-006","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-006","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",5
"FC-011","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",6
"FC-011","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-011","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",6
"FC-011","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Anopheles freeborni","L","culex",1
"FC-014","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",67
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-014","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Anopheles freeborni","L","culex",1
"FC-014","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",67
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-014","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",3
"FC-014","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-015","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-015","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",13
"FC-015","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",10
"FC-015","NW","FC",2025-09-03,2025,36,"non culex","Aedes hendersoni","L","culex",1
"FC-015","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-015","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",13
"FC-015","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",10
"FC-015","NW","FC",2025-09-03,2025,36,"non culex","Aedes hendersoni","L","culex",1
"FC-019","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-019","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-019","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-019","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-034","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",12
"FC-034","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",2
"FC-034","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",14
"FC-034","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",12
"FC-034","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",2
"FC-034","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",14
"FC-036","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-036","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",4
"FC-036","NW","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-036","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-036","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-036","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",4
"FC-036","NW","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-036","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",4
"FC-038","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-038","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",13
"FC-038","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",3
"FC-038","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-038","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",13
"FC-038","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",3
"FC-040","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",3
"FC-040","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",12
"FC-040","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-040","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",3
"FC-040","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",12
"FC-040","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",1
"FC-040GR","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","G","culex",1
"FC-040GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",5
"FC-040GR","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","G","culex",1
"FC-040GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",5
"FC-041","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",6
"FC-041","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",6
"FC-049","SW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-049","SW","FC",2025-09-03,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-049","SW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",12
"FC-049","SW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-049","SW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-049","SW","FC",2025-09-03,2025,36,"non culex","Culiseta inornata","L","culex",1
"FC-049","SW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",12
"FC-049","SW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-052","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",7
"FC-052","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-052","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",7
"FC-052","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-058","SW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-058","SW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-058","SW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",2
"FC-058","SW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-060","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-060","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-060","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",1
"FC-060","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",7
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Culiseta inornata","L","culex",2
"FC-061","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",17
"FC-061","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Aedes hendersoni","L","culex",1
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Culiseta inornata","L","culex",2
"FC-061","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",17
"FC-061","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",4
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-061","NW","FC",2025-09-03,2025,36,"non culex","Aedes hendersoni","L","culex",1
"FC-063","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-063","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-063","NW","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-063","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",3
"FC-063GR","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",31
"FC-063GR","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",31
"FC-066","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",21
"FC-066","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",97
"FC-066","NE","FC",2025-09-03,2025,36,"non culex","Anopheles freeborni","L","culex",2
"FC-066","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-066","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",21
"FC-066","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",97
"FC-066","NE","FC",2025-09-03,2025,36,"non culex","Anopheles freeborni","L","culex",2
"FC-066","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",11
"FC-066GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",7
"FC-066GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-066GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",7
"FC-066GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-067","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",5
"FC-067","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-067","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",10
"FC-067","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",5
"FC-067","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",6
"FC-067","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",10
"FC-069","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",9
"FC-069","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-069","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",2
"FC-069","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-069","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",9
"FC-069","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",8
"FC-069","NE","FC",2025-09-03,2025,36,"non culex","Aedes dorsalis","L","culex",2
"FC-069","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-072","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",11
"FC-072","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",17
"FC-072","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-072","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",11
"FC-072","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",17
"FC-072","NE","FC",2025-09-03,2025,36,"non culex","Aedes vexans","L","culex",1
"FC-073","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-073","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-073","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","L","culex",2
"FC-073","NW","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","L","culex",1
"FC-090GR","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",30
"FC-090GR","NW","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",30
"FC-091GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",20
"FC-091GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-091GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",20
"FC-091GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-092GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-092GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",28
"FC-092GR","NE","FC",2025-09-03,2025,36,"Tarsalis","Culex tarsalis","G","culex",1
"FC-092GR","NE","FC",2025-09-03,2025,36,"Pipiens","Culex pipiens","G","culex",28
"FC-001","SW","FC",2025-08-28,2025,35,"non culex","Aedes dorsalis","L","culex",2
"FC-001","SW","FC",2025-08-28,2025,35,"non culex","Aedes vexans","L","culex",1
"FC-001","SW","FC",2025-08-28,2025,35,"Tarsalis","Culex tarsalis","L","culex",3
"FC-029","SE","FC",2025-08-28,2025,35,"Tarsalis","Culex tarsalis","L","culex",3
"FC-029","SE","FC",2025-08-28,2025,35,"Pipiens","Culex pipiens","L","culex",2
"FC-029","SE","FC",2025-08-28,2025,35,"non culex","Culiseta inornata","L","culex",1
