year,week,zone,spp,pools_L,pools_G,n_pools,pos_pools_L,pos_pools_G,n_pos_pools,mosq_L,mosq_G,mosq,trap_L,abund,pir,pir_lci,pir_uci,vi,vi_lci,vi_uci
2017,25,SW,Tarsalis,4,0,4,0,0,0,18,0,18,9,2,0.0000,0.0000,0.1249,0,0,0.2498
2017,25,SW,All,6,1,7,0,0,0,24,20,44,18,2.67,0.0000,0.0000,0.1123,0,0,0.2998
2017,25,FC,Pipiens,13,9,22,0,0,0,21,134,155,53,0.4,0.0000,0.0000,0.0201,0,0,0.008
2017,25,FC,Tarsalis,47,0,47,1,0,1,743,0,743,53,14.02,0.0014,0.0001,0.0067,0.0196,0.0014,0.0939
2017,25,FC,All,60,9,69,1,0,1,764,134,898,106,14.42,0.0014,0.0001,0.0071,0.0196,0.0014,0.1019
2017,25,LV,Pipiens,1,0,1,0,0,0,1,0,1,6,0.17,0.0000,0.0000,0.7935,0,0,0.1349
2017,25,LV,Tarsalis,7,0,7,0,0,0,165,0,165,6,27.5,0.0000,0.0000,0.0170,0,0,0.4675
2017,25,LV,All,8,0,8,0,0,0,166,0,166,12,27.67,0.0000,0.0000,0.0218,0,0,0.6024
2017,25,BE,Pipiens,2,0,2,0,0,0,2,0,2,4,0.5,0.0000,0.0000,0.6576,0,0,0.3288
2017,25,BE,Tarsalis,9,0,9,1,0,1,314,0,314,4,78.5,0.0032,0.0002,0.0162,0.2512,0.0157,1.2717
2017,25,BE,All,11,0,11,1,0,1,316,0,316,8,79,0.0032,0.0002,0.0203,0.2512,0.0157,1.6005
2017,26,NW,Pipiens,5,2,7,0,0,0,25,55,80,9,2.78,0.0000,0.0000,0.0316,0,0,0.0878
2017,26,NW,Tarsalis,8,0,8,0,0,0,76,0,76,9,8.44,0.0000,0.0000,0.0352,0,0,0.2971
2017,26,NW,All,13,2,15,0,0,0,101,55,156,18,11.22,0.0000,0.0000,0.0343,0,0,0.3849
2017,26,NE,Pipiens,5,3,8,0,0,0,20,23,43,10,2,0.0000,0.0000,0.0653,0,0,0.1306
2017,26,NE,Tarsalis,9,1,10,0,0,0,79,1,80,10,7.9,0.0000,0.0000,0.0364,0,0,0.2876
2017,26,NE,All,14,4,18,0,0,0,99,24,123,20,9.9,0.0000,0.0000,0.0422,0,0,0.4182
2017,26,SE,Pipiens,6,3,9,0,0,0,21,92,113,15,1.4,0.0000,0.0000,0.0234,0,0,0.0328
2017,26,SE,Tarsalis,22,1,23,0,0,0,638,1,639,15,42.53,0.0000,0.0000,0.0054,0,0,0.2297
2017,26,SE,All,28,4,32,0,0,0,659,93,752,30,43.93,0.0000,0.0000,0.0060,0,0,0.2625
2017,26,SW,Pipiens,2,1,3,0,0,0,4,31,35,9,0.44,0.0000,0.0000,0.0500,0,0,0.022
2017,26,SW,Tarsalis,7,0,7,0,0,0,46,0,46,9,5.11,0.0000,0.0000,0.0567,0,0,0.2897
2017,26,SW,All,9,1,10,0,0,0,50,31,81,18,5.55,0.0000,0.0000,0.0562,0,0,0.3117
2017,26,FC,Pipiens,21,9,30,0,0,0,75,201,276,53,1.42,0.0000,0.0000,0.0120,0,0,0.017
2017,26,FC,Tarsalis,60,2,62,0,0,0,1189,2,1191,53,22.43,0.0000,0.0000,0.0030,0,0,0.0673
2017,26,FC,All,81,11,92,0,0,0,1264,203,1467,106,23.85,0.0000,0.0000,0.0035,0,0,0.0843
2017,26,LV,Pipiens,3,0,3,0,0,0,5,0,5,6,0.83,0.0000,0.0000,0.3836,0,0,0.3184
2017,26,LV,Tarsalis,9,0,9,0,0,0,234,0,234,6,39,0.0000,0.0000,0.0127,0,0,0.4953
2017,26,LV,All,12,0,12,0,0,0,239,0,239,12,39.83,0.0000,0.0000,0.0204,0,0,0.8137
2017,26,BE,Tarsalis,5,0,5,0,0,0,116,0,116,4,29,0.0000,0.0000,0.0204,0,0,0.5916
2017,26,BE,All,5,0,5,0,0,0,116,0,116,4,29,0.0000,0.0000,0.0204,0,0,0.5916
2017,27,NW,Pipiens,6,4,10,0,0,0,12,159,171,9,1.33,0.0000,0.0000,0.0155,0,0,0.0206
2017,27,NW,Tarsalis,6,0,6,0,0,0,89,0,89,9,9.89,0.0000,0.0000,0.0300,0,0,0.2967
2017,27,NW,All,12,4,16,0,0,0,101,159,260,18,11.22,0.0000,0.0000,0.0283,0,0,0.3173
2017,27,NE,Pipiens,7,4,11,0,0,0,20,59,79,10,2,0.0000,0.0000,0.0340,0,0,0.068
2017,27,NE,Tarsalis,12,1,13,0,0,0,309,2,311,10,30.9,0.0000,0.0000,0.0101,0,0,0.3121
2017,27,NE,All,19,5,24,0,0,0,329,61,390,20,32.9,0.0000,0.0000,0.0116,0,0,0.3801
2017,27,SE,Pipiens,4,5,9,0,0,0,12,168,180,15,0.8,0.0000,0.0000,0.0153,0,0,0.0122
2017,27,SE,Tarsalis,17,0,17,0,0,0,462,0,462,15,30.8,0.0000,0.0000,0.0072,0,0,0.2218
2017,27,SE,All,21,5,26,0,0,0,474,168,642,30,31.6,0.0000,0.0000,0.0074,0,0,0.234
2017,27,SW,Pipiens,2,1,3,0,0,0,3,22,25,9,0.33,0.0000,0.0000,0.0698,0,0,0.023
2017,27,SW,Tarsalis,5,0,5,0,0,0,15,0,15,9,1.67,0.0000,0.0000,0.1689,0,0,0.2821
2017,27,SW,All,7,1,8,0,0,0,18,22,40,18,2,0.0000,0.0000,0.1526,0,0,0.3051
2017,27,FC,Pipiens,24,14,38,1,0,1,55,408,463,53,1.04,0.0021,0.0001,0.0099,0.0022,1.00E-04,0.0103
2017,27,FC,Tarsalis,56,1,57,0,0,0,1389,2,1391,53,26.21,0.0000,0.0000,0.0026,0,0,0.0681
2017,27,FC,All,80,15,95,1,0,1,1444,410,1854,106,27.25,0.0001,0.0000,0.0029,0.0022,1.00E-04,0.0784
2017,27,LV,Pipiens,2,0,2,0,0,0,4,0,4,6,0.67,0.0000,0.0000,0.3918,0,0,0.2625
2017,27,LV,Tarsalis,9,0,9,0,0,0,280,0,280,6,46.67,0.0000,0.0000,0.0108,0,0,0.504
2017,27,LV,All,11,0,11,0,0,0,284,0,284,12,47.34,0.0000,0.0000,0.0162,0,0,0.7665
2017,27,BE,Pipiens,3,0,3,1,0,1,4,0,4,4,1,0.2363,0.0156,0.7102,0.2363,0.0156,0.7102
2017,27,BE,Tarsalis,7,0,7,0,0,0,234,0,234,4,58.5,0.0000,0.0000,0.0125,0,0,0.7313
2017,27,BE,All,10,0,10,1,0,1,238,0,238,8,59.5,0.0040,0.0003,0.0242,0.2363,0.0156,1.4415
2017,28,NW,Pipiens,4,2,6,0,0,0,18,64,82,9,2,0.0000,0.0000,0.0281,0,0,0.0562
2017,28,NW,Tarsalis,7,0,7,0,0,0,111,0,111,9,12.33,0.0000,0.0000,0.0227,0,0,0.2799
2017,28,NW,All,11,2,13,0,0,0,129,64,193,18,14.33,0.0000,0.0000,0.0235,0,0,0.3361
2017,28,NE,Pipiens,3,8,11,0,1,1,13,293,306,10,1.3,0.0033,0.0002,0.0168,0.0043,3.00E-04,0.0218
2017,28,NE,Tarsalis,12,1,13,0,0,0,330,6,336,10,33,0.0000,0.0000,0.0094,0,0,0.3102
2017,28,NE,All,15,9,24,0,1,1,343,299,642,20,34.3,0.0001,0.0000,0.0097,0.0043,3.00E-04,0.332
2017,28,SE,Pipiens,9,7,16,0,0,0,110,242,352,15,7.33,0.0000,0.0000,0.0090,0,0,0.066
2017,28,SE,Tarsalis,77,0,77,3,0,3,3503,0,3503,15,233.53,0.0009,0.0002,0.0024,0.2102,0.0467,0.5605
2017,28,SE,All,86,7,93,3,0,3,3613,242,3855,30,240.86,0.0009,0.0002,0.0026,0.2102,0.0467,0.6265
2017,28,SW,Pipiens,4,1,5,0,0,0,10,13,23,9,1.11,0.0000,0.0000,0.0980,0,0,0.1088
2017,28,SW,Tarsalis,7,0,7,0,0,0,43,0,43,9,4.78,0.0000,0.0000,0.0531,0,0,0.2538
2017,28,SW,All,11,1,12,0,0,0,53,13,66,18,5.89,0.0000,0.0000,0.0616,0,0,0.3626
2017,28,FC,Pipiens,22,18,40,0,1,1,163,612,775,53,3.08,0.0013,0.0001,0.0064,0.004,3.00E-04,0.0197
2017,28,FC,Tarsalis,127,1,128,6,0,6,4806,6,4812,53,90.68,0.0013,0.0005,0.0027,0.1179,0.0453,0.2448
2017,28,FC,All,149,19,168,6,1,7,4969,618,5587,106,93.76,0.0013,0.0005,0.0028,0.1219,0.0456,0.2645
2017,28,LV,Pipiens,1,0,1,0,0,0,10,0,10,6,1.67,0.0000,0.0000,0.1459,0,0,0.2437
2017,28,LV,Tarsalis,11,0,11,0,0,0,350,0,350,6,58.33,0.0000,0.0000,0.0090,0,0,0.525
2017,28,LV,All,12,0,12,0,0,0,360,0,360,12,60,0.0000,0.0000,0.0128,0,0,0.7687
2017,28,BE,Pipiens,1,0,1,0,0,0,2,0,2,4,0.5,0.0000,0.0000,0.5455,0,0,0.2728
2017,28,BE,Tarsalis,13,0,13,3,0,3,469,0,469,4,117.25,0.0072,0.0019,0.0204,0.8442,0.2228,2.3919
2017,28,BE,All,14,0,14,3,0,3,471,0,471,8,117.75,0.0072,0.0019,0.0226,0.8442,0.2228,2.6647
2017,29,NW,Pipiens,5,3,8,0,1,1,10,97,107,9,1.11,0.0088,0.0006,0.0425,0.0098,7.00E-04,0.0472
2017,29,NW,Tarsalis,9,1,10,0,0,0,216,1,217,9,24,0.0000,0.0000,0.0137,0,0,0.3288
2017,29,NW,All,14,4,18,0,1,1,226,98,324,18,25.11,0.0004,0.0000,0.0150,0.0098,7.00E-04,0.376
2017,29,NE,Pipiens,7,8,15,0,1,1,38,274,312,10,3.8,0.0033,0.0002,0.0165,0.0125,8.00E-04,0.0627
2017,29,NE,Tarsalis,24,1,25,0,0,0,932,1,933,10,93.2,0.0000,0.0000,0.0038,0,0,0.3542
2017,29,NE,All,31,9,40,0,1,1,970,275,1245,20,97,0.0001,0.0000,0.0043,0.0125,8.00E-04,0.4169
2017,29,SE,Pipiens,6,7,13,0,0,0,36,286,322,15,2.4,0.0000,0.0000,0.0096,0,0,0.023
2017,29,SE,Tarsalis,40,2,42,2,0,2,1600,9,1609,15,106.67,0.0013,0.0002,0.0042,0.1387,0.0213,0.448
2017,29,SE,All,46,9,55,2,0,2,1636,295,1931,30,109.07,0.0013,0.0002,0.0043,0.1387,0.0213,0.471
2017,29,SW,Pipiens,2,3,5,0,0,0,4,104,108,9,0.44,0.0000,0.0000,0.0209,0,0,0.0092
2017,29,SW,Tarsalis,6,0,6,0,0,0,109,0,109,9,12.11,0.0000,0.0000,0.0250,0,0,0.3028
2017,29,SW,All,8,3,11,0,0,0,113,104,217,18,12.55,0.0000,0.0000,0.0249,0,0,0.312
2017,29,FC,Pipiens,26,21,47,1,2,3,120,761,881,53,2.26,0.0035,0.0009,0.0094,0.0079,0.002,0.0212
2017,29,FC,Tarsalis,105,4,109,5,0,5,3838,11,3849,53,72.42,0.0013,0.0005,0.0030,0.0941,0.0362,0.2173
2017,29,FC,All,131,25,156,6,2,8,3958,772,4730,106,74.68,0.0014,0.0005,0.0032,0.102,0.0382,0.2385
2017,29,LV,Pipiens,4,0,4,0,0,0,13,0,13,6,2.17,0.0000,0.0000,0.1700,0,0,0.3689
2017,29,LV,Tarsalis,15,0,15,2,0,2,593,0,593,6,98.83,0.0035,0.0006,0.0118,0.3459,0.0593,1.1662
2017,29,LV,All,19,0,19,2,0,2,606,0,606,12,101,0.0034,0.0006,0.0152,0.3459,0.0593,1.5351
2017,29,BE,Pipiens,2,0,2,1,0,1,19,0,19,4,4.75,0.0511,0.0035,0.2671,0.2427,0.0166,1.2687
2017,29,BE,Tarsalis,11,0,11,1,0,1,388,0,388,4,97,0.0026,0.0002,0.0130,0.2522,0.0194,1.261
2017,29,BE,All,13,0,13,2,0,2,407,0,407,8,101.75,0.0049,0.0004,0.0249,0.4949,0.036,2.5297
2017,30,NW,Pipiens,5,4,9,0,0,0,40,135,175,9,4.44,0.0000,0.0000,0.0164,0,0,0.0728
2017,30,NW,Tarsalis,13,0,13,1,0,1,290,0,290,9,32.22,0.0035,0.0002,0.0178,0.1128,0.0064,0.5735
2017,30,NW,All,18,4,22,1,0,1,330,135,465,18,36.66,0.0031,0.0002,0.0176,0.1128,0.0064,0.6463
2017,30,NE,Pipiens,5,14,19,0,1,1,97,604,701,10,9.7,0.0014,0.0001,0.0070,0.0136,0.001,0.0679
2017,30,NE,Tarsalis,16,0,16,2,0,2,599,0,599,10,59.9,0.0035,0.0006,0.0115,0.2096,0.0359,0.6888
2017,30,NE,All,21,14,35,2,1,3,696,604,1300,20,69.6,0.0032,0.0005,0.0109,0.2232,0.0369,0.7567
2017,30,SE,Pipiens,6,5,11,0,1,1,20,152,172,15,1.33,0.0061,0.0004,0.0324,0.0081,5.00E-04,0.0431
2017,30,SE,Tarsalis,30,0,30,1,0,1,1118,0,1118,15,74.53,0.0009,0.0001,0.0044,0.0671,0.0075,0.3279
2017,30,SE,All,36,5,41,1,1,2,1138,152,1290,30,75.86,0.0010,0.0001,0.0049,0.0752,0.008,0.371
2017,30,SW,Pipiens,6,2,8,0,0,0,19,68,87,9,2.11,0.0000,0.0000,0.0275,0,0,0.058
2017,30,SW,Tarsalis,10,0,10,0,0,0,93,0,93,9,10.33,0.0000,0.0000,0.0272,0,0,0.281
2017,30,SW,All,16,2,18,0,0,0,112,68,180,18,12.44,0.0000,0.0000,0.0273,0,0,0.339
2017,30,FC,Pipiens,26,25,51,0,2,2,189,959,1148,53,3.57,0.0018,0.0003,0.0059,0.0064,0.0011,0.0211
2017,30,FC,Tarsalis,98,0,98,5,0,5,3202,0,3202,53,60.42,0.0016,0.0006,0.0036,0.0967,0.0363,0.2175
2017,30,FC,All,124,25,149,5,2,7,3391,959,4350,106,63.99,0.0016,0.0006,0.0037,0.1031,0.0374,0.2386
2017,30,LV,Pipiens,3,0,3,0,0,0,11,0,11,6,1.83,0.0000,0.0000,0.1918,0,0,0.351
2017,30,LV,Tarsalis,25,0,25,1,0,1,1077,0,1077,6,179.5,0.0009,0.0001,0.0045,0.1616,0.018,0.8078
2017,30,LV,All,28,0,28,1,0,1,1088,0,1088,12,181.33,0.0009,0.0001,0.0064,0.1616,0.018,1.1588
2017,30,BE,Pipiens,1,0,1,0,0,0,2,0,2,4,0.5,0.0000,0.0000,0.5455,0,0,0.2728
2017,30,BE,Tarsalis,4,0,4,0,0,0,25,0,25,4,6.25,0.0000,0.0000,0.1008,0,0,0.63
2017,30,BE,All,5,0,5,0,0,0,27,0,27,8,6.75,0.0000,0.0000,0.1337,0,0,0.9028
2017,31,NW,Pipiens,6,4,10,0,0,0,46,175,221,9,5.11,0.0000,0.0000,0.0133,0,0,0.068
2017,31,NW,Tarsalis,10,1,11,0,0,0,158,1,159,9,17.56,0.0000,0.0000,0.0188,0,0,0.3301
2017,31,NW,All,16,5,21,0,0,0,204,176,380,18,22.67,0.0000,0.0000,0.0176,0,0,0.3981
2017,31,NE,Pipiens,8,6,14,0,1,1,45,166,211,10,4.5,0.0044,0.0003,0.0209,0.0198,0.0013,0.094
2017,31,NE,Tarsalis,11,1,12,1,0,1,237,1,238,10,23.7,0.0044,0.0003,0.0225,0.1043,0.0071,0.5332
2017,31,NE,All,19,7,26,1,1,2,282,167,449,20,28.2,0.0044,0.0003,0.0222,0.1241,0.0084,0.6272
2017,31,SE,Pipiens,7,12,19,1,6,7,71,496,567,15,4.73,0.0157,0.0072,0.0317,0.0743,0.0341,0.1499
2017,31,SE,Tarsalis,25,0,25,3,0,3,865,0,865,15,57.67,0.0037,0.0010,0.0100,0.2134,0.0577,0.5767
2017,31,SE,All,32,12,44,4,6,10,936,496,1432,30,62.4,0.0046,0.0015,0.0116,0.2877,0.0918,0.7266
2017,31,SW,Pipiens,4,2,6,1,0,1,15,63,78,9,1.67,0.0106,0.0008,0.0476,0.0177,0.0013,0.0795
2017,31,SW,Tarsalis,9,0,9,1,0,1,149,0,149,9,16.56,0.0065,0.0004,0.0316,0.1076,0.0066,0.5233
2017,31,SW,All,13,2,15,2,0,2,164,63,227,18,18.23,0.0069,0.0004,0.0331,0.1253,0.0079,0.6028
2017,31,FC,Pipiens,31,24,55,2,7,9,199,900,1099,53,3.75,0.0092,0.0046,0.0168,0.0345,0.0173,0.063
2017,31,FC,Tarsalis,72,2,74,5,0,5,2068,2,2070,53,39.02,0.0025,0.0009,0.0056,0.0976,0.0351,0.2185
2017,31,FC,All,103,26,129,7,7,14,2267,902,3169,106,42.77,0.0031,0.0012,0.0066,0.1321,0.0524,0.2815
2017,31,LV,Pipiens,4,0,4,0,0,0,11,0,11,6,1.83,0.0000,0.0000,0.2049,0,0,0.375
2017,31,LV,Tarsalis,12,0,12,0,0,0,505,0,505,6,84.17,0.0000,0.0000,0.0065,0,0,0.5471
2017,31,LV,All,16,0,16,0,0,0,516,0,516,12,86,0.0000,0.0000,0.0107,0,0,0.9221
2017,31,BE,Pipiens,2,0,2,0,0,0,11,0,11,4,2.75,0.0000,0.0000,0.1583,0,0,0.4353
2017,31,BE,Tarsalis,5,0,5,0,0,0,154,0,154,4,38.5,0.0000,0.0000,0.0179,0,0,0.6891
2017,31,BE,All,7,0,7,0,0,0,165,0,165,8,41.25,0.0000,0.0000,0.0273,0,0,1.1244
2017,32,NW,Pipiens,5,2,7,0,0,0,95,33,128,9,10.56,0.0000,0.0000,0.0201,0,0,0.2123
2017,32,NW,Tarsalis,7,0,7,0,0,0,73,0,73,9,8.11,0.0000,0.0000,0.0350,0,0,0.2838
2017,32,NW,All,12,2,14,0,0,0,168,33,201,18,18.67,0.0000,0.0000,0.0266,0,0,0.4961
2017,32,NE,Pipiens,8,4,12,1,0,1,127,33,160,10,12.7,0.0059,0.0004,0.0281,0.0749,0.0051,0.3569
2017,32,NE,Tarsalis,9,0,9,0,0,0,122,0,122,10,12.2,0.0000,0.0000,0.0251,0,0,0.3062
2017,32,NE,All,17,4,21,1,0,1,249,33,282,20,24.9,0.0030,0.0002,0.0266,0.0749,0.0051,0.6631
2017,32,SE,Pipiens,12,3,15,0,1,1,61,82,143,15,4.07,0.0077,0.0004,0.0419,0.0313,0.0016,0.1705
2017,32,SE,Tarsalis,17,0,17,1,0,1,336,0,336,15,22.4,0.0029,0.0002,0.0142,0.065,0.0045,0.3181
2017,32,SE,All,29,3,32,1,1,2,397,82,479,30,26.47,0.0036,0.0002,0.0185,0.0963,0.0061,0.4886
2017,32,SW,Pipiens,6,1,7,0,0,0,9,21,30,9,1,0.0000,0.0000,0.0710,0,0,0.071
2017,32,SW,Tarsalis,6,0,6,1,0,1,28,0,28,9,3.11,0.0343,0.0022,0.1554,0.1067,0.0068,0.4833
2017,32,SW,All,12,1,13,1,0,1,37,21,58,18,4.11,0.0260,0.0017,0.1349,0.1067,0.0068,0.5543
2017,32,FC,Pipiens,34,10,44,1,1,2,300,169,469,53,5.66,0.0044,0.0008,0.0146,0.0249,0.0045,0.0826
2017,32,FC,Tarsalis,50,0,50,2,0,2,794,0,794,53,14.98,0.0025,0.0005,0.0082,0.0375,0.0075,0.1228
2017,32,FC,All,84,10,94,3,1,4,1094,169,1263,106,20.64,0.0030,0.0006,0.0100,0.0624,0.012,0.2054
2017,32,LV,Pipiens,1,0,1,0,0,0,4,0,4,6,0.67,0.0000,0.0000,0.3259,0,0,0.2184
2017,32,LV,Tarsalis,7,0,7,0,0,0,130,0,130,6,21.67,0.0000,0.0000,0.0214,0,0,0.4637
2017,32,LV,All,8,0,8,0,0,0,134,0,134,12,22.34,0.0000,0.0000,0.0305,0,0,0.6821
2017,32,BE,Pipiens,2,0,2,0,0,0,4,0,4,4,1,0.0000,0.0000,0.3918,0,0,0.3918
2017,32,BE,Tarsalis,4,0,4,0,0,0,105,0,105,4,26.25,0.0000,0.0000,0.0243,0,0,0.6379
2017,32,BE,All,6,0,6,0,0,0,109,0,109,8,27.25,0.0000,0.0000,0.0378,0,0,1.0297
2017,33,NW,Pipiens,6,1,7,0,0,0,79,7,86,9,8.78,0.0000,0.0000,0.0272,0,0,0.2388
2017,33,NW,Tarsalis,9,0,9,0,0,0,78,0,78,9,8.67,0.0000,0.0000,0.0351,0,0,0.3043
2017,33,NW,All,15,1,16,0,0,0,157,7,164,18,17.45,0.0000,0.0000,0.0311,0,0,0.5431
2017,33,NE,Pipiens,7,5,12,0,1,1,104,36,140,10,10.4,0.0072,0.0004,0.0358,0.0749,0.0042,0.3723
2017,33,NE,Tarsalis,10,2,12,1,0,1,114,3,117,10,11.4,0.0088,0.0005,0.0443,0.1003,0.0057,0.505
2017,33,NE,All,17,7,24,1,1,2,218,39,257,20,21.8,0.0080,0.0005,0.0402,0.1752,0.0099,0.8773
2017,33,SE,Pipiens,6,3,9,0,2,2,53,82,135,15,3.53,0.0186,0.0033,0.0714,0.0657,0.0116,0.252
2017,33,SE,Tarsalis,12,0,12,1,0,1,145,0,145,15,9.67,0.0073,0.0004,0.0375,0.0706,0.0039,0.3626
2017,33,SE,All,18,3,21,1,2,3,198,82,280,30,13.2,0.0103,0.0012,0.0466,0.1363,0.0155,0.6146
2017,33,SW,Pipiens,3,1,4,0,0,0,15,36,51,9,1.67,0.0000,0.0000,0.0411,0,0,0.0686
2017,33,SW,Tarsalis,6,0,6,0,0,0,49,0,49,9,5.44,0.0000,0.0000,0.0429,0,0,0.2334
2017,33,SW,All,9,1,10,0,0,0,64,36,100,18,7.11,0.0000,0.0000,0.0425,0,0,0.302
2017,33,FC,Pipiens,28,10,38,0,3,3,280,161,441,53,5.28,0.0074,0.0020,0.0206,0.0391,0.0106,0.1088
2017,33,FC,Tarsalis,48,2,50,3,0,3,571,3,574,53,10.77,0.0056,0.0015,0.0157,0.0603,0.0162,0.1691
2017,33,FC,All,76,12,88,3,3,6,851,164,1015,106,16.05,0.0062,0.0017,0.0173,0.0994,0.0268,0.2779
2017,33,LV,Pipiens,5,0,5,0,0,0,14,0,14,6,2.33,0.0000,0.0000,0.1781,0,0,0.415
2017,33,LV,Tarsalis,7,0,7,1,0,1,129,0,129,6,21.5,0.0085,0.0005,0.0474,0.1828,0.0108,1.0191
2017,33,LV,All,12,0,12,1,0,1,143,0,143,12,23.83,0.0077,0.0005,0.0602,0.1828,0.0108,1.4341
2017,33,BE,Pipiens,1,0,1,0,0,0,15,0,15,4,3.75,0.0000,0.0000,0.0998,0,0,0.3742
2017,33,BE,Tarsalis,4,0,4,0,0,0,56,0,56,4,14,0.0000,0.0000,0.0339,0,0,0.4746
2017,33,BE,All,5,0,5,0,0,0,71,0,71,8,17.75,0.0000,0.0000,0.0478,0,0,0.8488
2017,34,NW,Pipiens,5,2,7,0,0,0,66,29,95,9,7.33,0.0000,0.0000,0.0262,0,0,0.192
2017,34,NW,Tarsalis,9,0,9,1,0,1,67,0,67,9,7.44,0.0161,0.0009,0.0852,0.1198,0.0067,0.6339
2017,34,NW,All,14,2,16,1,0,1,133,29,162,18,14.77,0.0081,0.0005,0.0559,0.1198,0.0067,0.8259
2017,34,NE,Pipiens,5,4,9,0,0,0,66,59,125,10,6.6,0.0000,0.0000,0.0227,0,0,0.1498
2017,34,NE,Tarsalis,10,0,10,0,0,0,77,0,77,10,7.7,0.0000,0.0000,0.0375,0,0,0.2888
2017,34,NE,All,15,4,19,0,0,0,143,59,202,20,14.3,0.0000,0.0000,0.0307,0,0,0.4386
2017,34,SE,Pipiens,10,5,15,0,1,1,90,183,273,15,6,0.0036,0.0002,0.0173,0.0216,0.0012,0.1038
2017,34,SE,Tarsalis,15,0,15,1,0,1,218,0,218,15,14.53,0.0044,0.0003,0.0212,0.0639,0.0044,0.308
2017,34,SE,All,25,5,30,1,1,2,308,183,491,30,20.53,0.0042,0.0003,0.0201,0.0855,0.0056,0.4118
2017,34,SW,Pipiens,2,1,3,0,0,0,7,16,23,9,0.78,0.0000,0.0000,0.0890,0,0,0.0694
2017,34,SW,Tarsalis,7,0,7,0,0,0,56,0,56,9,6.22,0.0000,0.0000,0.0463,0,0,0.288
2017,34,SW,All,9,1,10,0,0,0,63,16,79,18,7,0.0000,0.0000,0.0511,0,0,0.3574
2017,34,FC,Pipiens,28,12,40,0,1,1,271,287,558,53,5.11,0.0018,0.0001,0.0086,0.0092,5.00E-04,0.0439
2017,34,FC,Tarsalis,52,0,52,5,0,5,698,0,698,53,13.17,0.0077,0.0029,0.0170,0.1014,0.0382,0.2239
2017,34,FC,All,80,12,92,5,1,6,969,287,1256,106,18.28,0.0061,0.0021,0.0146,0.1106,0.0387,0.2678
2017,34,LV,Pipiens,3,0,3,0,0,0,14,0,14,6,2.33,0.0000,0.0000,0.1388,0,0,0.3234
2017,34,LV,Tarsalis,7,0,7,0,0,0,185,0,185,6,30.83,0.0000,0.0000,0.0158,0,0,0.4871
2017,34,LV,All,10,0,10,0,0,0,199,0,199,12,33.16,0.0000,0.0000,0.0244,0,0,0.8105
2017,34,BE,Pipiens,3,0,3,0,0,0,28,0,28,4,7,0.0000,0.0000,0.0711,0,0,0.4977
2017,34,BE,Tarsalis,4,0,4,3,0,3,95,0,95,4,23.75,0.0531,0.0145,0.2359,1.2611,0.3444,5.6026
2017,34,BE,All,7,0,7,3,0,3,123,0,123,8,30.75,0.0410,0.0112,0.1984,1.2611,0.3444,6.1003
2017,35,NW,Pipiens,4,2,6,0,0,0,24,42,66,9,2.67,0.0000,0.0000,0.0388,0,0,0.1036
2017,35,NW,Tarsalis,6,0,6,0,0,0,60,0,60,9,6.67,0.0000,0.0000,0.0449,0,0,0.2995
2017,35,NW,All,10,2,12,0,0,0,84,42,126,18,9.34,0.0000,0.0000,0.0432,0,0,0.4031
2017,35,NE,Pipiens,6,5,11,0,0,0,116,93,209,10,11.6,0.0000,0.0000,0.0141,0,0,0.1636
2017,35,NE,Tarsalis,10,1,11,0,0,0,98,3,101,10,9.8,0.0000,0.0000,0.0302,0,0,0.296
2017,35,NE,All,16,6,22,0,0,0,214,96,310,20,21.4,0.0000,0.0000,0.0215,0,0,0.4596
2017,35,SE,Pipiens,7,3,10,0,1,1,48,82,130,15,3.2,0.0076,0.0005,0.0373,0.0243,0.0016,0.1194
2017,35,SE,Tarsalis,13,0,13,0,0,0,85,0,85,15,5.67,0.0000,0.0000,0.0380,0,0,0.2155
2017,35,SE,All,20,3,23,0,1,1,133,82,215,30,8.87,0.0027,0.0002,0.0378,0.0243,0.0016,0.3349
2017,35,SW,Pipiens,2,1,3,0,0,0,3,10,13,9,0.33,0.0000,0.0000,0.1434,0,0,0.0473
2017,35,SW,Tarsalis,6,0,6,0,0,0,16,0,16,9,1.78,0.0000,0.0000,0.1586,0,0,0.2823
2017,35,SW,All,8,1,9,0,0,0,19,10,29,18,2.11,0.0000,0.0000,0.1562,0,0,0.3296
2017,35,FC,Pipiens,22,11,33,0,1,1,197,227,424,53,3.72,0.0023,0.0001,0.0114,0.0086,4.00E-04,0.0424
2017,35,FC,Tarsalis,43,1,44,0,0,0,320,3,323,53,6.04,0.0000,0.0000,0.0111,0,0,0.067
2017,35,FC,All,65,12,77,0,1,1,517,230,747,106,9.76,0.0009,0.0000,0.0112,0.0086,4.00E-04,0.1094
2017,35,LV,Pipiens,3,0,3,0,0,0,6,0,6,6,1,0.0000,0.0000,0.3378,0,0,0.3378
2017,35,LV,Tarsalis,6,0,6,0,0,0,55,0,55,6,9.17,0.0000,0.0000,0.0464,0,0,0.4255
2017,35,LV,All,9,0,9,0,0,0,61,0,61,12,10.17,0.0000,0.0000,0.0751,0,0,0.7633
2017,35,BE,Tarsalis,2,0,2,0,0,0,6,0,6,4,1.5,0.0000,0.0000,0.2923,0,0,0.4384
2017,35,BE,All,2,0,2,0,0,0,6,0,6,4,1.5,0.0000,0.0000,0.2923,0,0,0.4384
